EmployeeNumber,Business_UNIT,Gender,JobLevel,JobRole,Department,Age,Hire_Year,Attrition_YEAR,Attrition,Year Last Promoted,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,PercentSalaryHike,PerformanceRating,BusinessTravel,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,MaritalStatus,NumCompaniesWorked,Over18,OverTime,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Year Last Promoted_ORIG,YearsWithCurrManager
1654,BU2,Male,2,Associate Director,Research & Development,39,2013,,No,2018,5295,66,492,7693,21,4,Travel_Rarely,12,3,Medical,1,4,3,2,Married,4,Y,No,3,80,0,7,3,3,5,4,1,1998,0
1655,BU2,Female,4,Director,Research & Development,49,2014,,No,2018,16413,72,301,3498,16,3,Travel_Rarely,22,4,Other,1,1,3,2,Married,3,Y,No,2,80,2,27,2,3,4,2,1,2003,2
1656,BU2,Female,3,Director,Research & Development,50,2004,,No,2018,13269,50,813,21981,15,3,Travel_Rarely,17,5,Life Sciences,1,4,2,1,Divorced,5,Y,No,3,80,3,19,3,3,14,11,1,2004,11
1657,BU2,Female,1,Sales Representative,Sales,20,2016,,No,2017,2783,31,1141,13251,19,3,Travel_Rarely,2,3,Medical,1,3,3,3,Single,1,Y,No,1,80,0,2,3,3,2,2,2,2000,2
1658,BU2,Female,2,Data Scientist,Research & Development,34,2007,,No,2012,5433,66,1130,19332,12,3,Travel_Rarely,3,3,Life Sciences,1,4,3,2,Divorced,1,Y,No,3,80,1,11,2,3,11,8,7,2007,9
1659,BU2,Male,1,Associate,Research & Development,36,2014,,No,2018,2013,77,311,10950,11,3,Travel_Rarely,7,3,Life Sciences,1,1,3,2,Single,2,Y,No,3,80,0,15,4,3,4,3,1,2008,3
1661,BU2,Female,4,Senior Associate,Research & Development,49,2003,,No,2017,13966,41,465,11652,19,3,Travel_Rarely,6,1,Life Sciences,1,3,2,3,Married,2,Y,Yes,2,80,1,30,3,3,15,11,2,2000,12
1662,BU2,Female,2,Associate Director,Research & Development,36,2015,,No,2018,4374,33,894,15411,15,3,Non-Travel,1,4,Medical,1,4,2,3,Married,0,Y,No,3,80,0,4,6,3,3,2,1,2004,2
1664,BU2,Male,2,Senior Associate,Research & Development,36,2013,,No,,6842,79,1040,26308,20,4,Travel_Rarely,3,2,Life Sciences,1,4,4,1,Divorced,6,Y,No,1,80,1,13,3,3,5,4,0,,4
1665,BU2,Female,4,Manager,Research & Development,54,2008,,No,2015,17426,91,584,18685,25,4,Travel_Rarely,22,5,Medical,1,2,3,3,Married,3,Y,No,3,80,1,36,6,3,10,8,4,1994,7
1666,BU2,Male,4,Director,Research & Development,43,2004,,No,2013,17603,65,1291,3525,24,4,Travel_Rarely,15,2,Life Sciences,1,3,2,3,Married,1,Y,No,1,80,1,14,3,3,14,10,6,1995,11
1667,BU2,Male,2,Sales Executive,Sales,35,2007,2016,Yes,2013,4581,36,880,10414,24,4,Travel_Frequently,12,4,Other,1,4,3,4,Single,3,Y,Yes,1,80,0,13,2,4,11,9,6,1995,7
1668,BU2,Male,2,Data Scientist,Research & Development,38,2005,,No,2017,4735,90,1189,9867,15,3,Travel_Frequently,1,3,Life Sciences,1,4,3,4,Married,7,Y,No,4,80,2,19,4,4,13,11,2,2004,9
1669,BU2,Male,2,Sales Executive,Sales,29,2008,,No,,4187,43,991,3356,13,3,Travel_Rarely,5,3,Medical,1,1,2,2,Divorced,1,Y,Yes,2,80,1,10,3,2,10,0,0,,9
1670,BU2,Male,2,Sales Executive,Sales,33,2012,,No,,5505,93,392,3921,14,3,Travel_Rarely,2,4,Medical,1,4,3,4,Divorced,1,Y,No,3,80,2,6,5,3,6,2,0,,4
1671,BU2,Male,2,Data Scientist,Research & Development,32,2009,,No,2018,5470,45,977,25518,13,3,Travel_Rarely,2,3,Medical,1,4,3,2,Divorced,0,Y,No,3,80,2,10,4,2,9,5,1,2006,6
1673,BU2,Female,2,Sales Executive,Sales,31,2008,,No,,5476,67,1112,22589,11,3,Travel_Rarely,5,4,Life Sciences,1,1,3,4,Married,1,Y,No,1,80,2,10,2,3,10,0,0,,2
1674,BU2,Female,1,Associate,Research & Development,49,2016,,No,2017,2587,74,464,24941,16,3,Travel_Rarely,16,3,Medical,1,4,3,1,Divorced,4,Y,Yes,2,80,1,17,2,2,2,2,2,2003,2
1675,BU2,Female,1,Associate,Research & Development,38,2014,,No,2016,2440,42,148,23826,22,4,Travel_Frequently,2,3,Medical,1,4,2,2,Single,1,Y,No,2,80,0,4,3,3,4,3,3,1997,3
1676,BU2,Female,4,Manager,Sales,47,2015,,No,2018,15972,47,1225,21086,14,3,Travel_Rarely,2,4,Life Sciences,1,2,4,2,Divorced,6,Y,No,3,80,3,29,2,3,3,2,1,2005,2
1677,BU2,Male,4,Manager,Research & Development,49,2010,,No,,15379,36,809,22384,14,3,Travel_Rarely,1,3,Life Sciences,1,3,3,3,Single,4,Y,No,1,80,0,23,2,3,8,7,0,,0
1678,BU2,Male,3,Sales Executive,Sales,41,2016,,No,,7082,80,1206,11591,16,3,Travel_Rarely,23,2,Life Sciences,1,4,3,3,Single,3,Y,Yes,4,80,0,21,2,3,2,0,0,,2
1680,BU2,Male,1,Sales Representative,Sales,20,2016,,No,,2728,54,727,21082,11,3,Travel_Rarely,9,1,Life Sciences,1,4,3,1,Single,1,Y,No,1,80,0,2,3,3,2,2,0,,2
1681,BU2,Female,2,Sales Executive,Sales,33,2012,,No,2018,5368,36,530,16130,25,4,Non-Travel,16,3,Life Sciences,1,3,3,4,Divorced,1,Y,Yes,3,80,1,7,2,3,6,5,1,1994,2
1682,BU2,Male,2,Senior Associate,Research & Development,36,2015,,No,,5347,80,1351,7419,14,3,Travel_Rarely,26,4,Life Sciences,1,1,3,3,Married,6,Y,No,2,80,2,10,2,2,3,2,0,,2
1683,BU2,Female,1,Human Resources,Human Resources,44,2016,,No,2017,3195,44,528,4167,18,3,Travel_Rarely,1,3,Life Sciences,1,3,3,4,Divorced,4,Y,Yes,1,80,3,8,2,3,2,2,2,2001,2
1684,BU2,Male,1,Associate,Research & Development,23,2013,2015,Yes,2018,3989,93,1320,20586,11,3,Travel_Rarely,8,1,Medical,1,4,2,3,Single,1,Y,Yes,1,80,0,5,2,3,5,4,1,2008,2
1687,BU2,Female,1,Associate,Research & Development,38,2018,,No,,3306,87,1495,26176,19,3,Travel_Rarely,4,2,Medical,1,4,3,3,Married,7,Y,No,4,80,1,7,5,2,0,0,0,,0
1689,BU2,Male,3,Senior Associate,Research & Development,53,2014,,No,2018,7005,48,1395,3458,15,3,Travel_Rarely,24,4,Medical,1,2,4,4,Married,3,Y,No,3,80,0,11,2,3,4,3,1,2004,2
1691,BU2,Female,1,Sales Representative,Sales,48,2009,2018,Yes,2012,2655,95,708,11740,11,3,Travel_Frequently,7,2,Medical,1,4,3,3,Married,2,Y,Yes,3,80,2,19,3,3,9,7,7,2008,7
1692,BU2,Male,1,Associate,Research & Development,32,2017,2017,Yes,,1393,95,1259,24852,12,3,Travel_Rarely,2,4,Life Sciences,1,4,3,2,Single,1,Y,No,1,80,0,1,2,3,1,0,0,,0
1693,BU2,Male,1,Associate,Research & Development,26,2011,,No,2014,2570,76,786,11925,20,4,Non-Travel,7,3,Medical,1,4,3,4,Single,1,Y,No,3,80,0,7,5,3,7,7,5,1999,7
1694,BU2,Male,1,Data Scientist,Research & Development,55,2014,,No,2018,3537,94,1441,23737,12,3,Travel_Rarely,22,3,Technical Degree,1,1,2,2,Divorced,5,Y,No,4,80,1,8,1,3,4,2,1,2007,2
1696,BU2,Male,2,Associate,Research & Development,34,2003,,No,2015,3986,57,1157,11912,14,3,Travel_Rarely,5,2,Medical,1,2,2,4,Married,1,Y,No,3,80,1,15,3,4,15,10,4,2005,13
1697,BU2,Male,3,Senior Associate,Research & Development,60,2017,,No,,10883,92,370,20467,20,4,Travel_Rarely,1,4,Medical,1,3,1,4,Divorced,3,Y,No,3,80,1,19,2,4,1,0,0,,0
1698,BU2,Male,1,Associate,Research & Development,33,2004,,No,2017,2028,79,267,13637,18,3,Travel_Rarely,21,3,Medical,1,2,4,2,Married,1,Y,No,4,80,3,14,6,3,14,11,2,2001,13
1700,BU2,Male,2,Sales Executive,Sales,37,2012,,No,2018,9525,31,1278,7677,14,3,Travel_Frequently,1,4,Medical,1,3,1,4,Divorced,1,Y,No,3,80,2,6,2,2,6,3,1,2005,3
1701,BU2,Female,1,Data Scientist,Research & Development,34,2008,,No,2011,2929,35,678,20338,12,3,Travel_Rarely,19,3,Life Sciences,1,2,2,4,Married,1,Y,No,2,80,0,10,3,3,10,9,8,2007,7
1702,BU2,Male,1,Sales Representative,Sales,23,2015,2016,Yes,,2275,99,427,25103,21,4,Travel_Rarely,7,3,Life Sciences,1,3,3,4,Divorced,1,Y,Yes,2,80,1,3,2,3,3,2,0,,2
1703,BU3,Female,3,Senior Associate,Research & Development,44,2010,,No,2013,7879,96,921,14810,19,3,Travel_Rarely,2,3,Life Sciences,1,3,4,4,Married,1,Y,Yes,2,80,1,9,2,3,8,7,6,2000,7
1704,BU3,Male,1,Data Scientist,Research & Development,35,2013,,No,2018,4930,79,146,13970,14,3,Travel_Frequently,2,4,Medical,1,1,2,4,Single,0,Y,Yes,3,80,0,6,2,4,5,4,1,2005,4
1706,BU3,Male,2,Sales Executive,Sales,43,2008,,No,2011,7847,73,1179,6069,17,3,Travel_Rarely,2,3,Medical,1,4,3,4,Married,1,Y,Yes,1,80,1,10,3,3,10,9,8,2002,8
1707,BU3,Male,1,Data Scientist,Research & Development,24,2013,,No,,4401,62,581,17616,16,3,Travel_Rarely,9,3,Medical,1,3,4,3,Married,1,Y,No,4,80,1,5,1,3,5,3,0,,4
1708,BU3,Male,3,Sales Executive,Sales,41,2008,,No,2011,9241,35,918,15869,12,3,Travel_Rarely,6,3,Marketing,1,4,3,3,Single,1,Y,No,2,80,0,10,3,3,10,8,8,2007,7
1709,BU3,Female,1,Associate,Research & Development,29,2013,,No,2018,2974,43,1082,25412,17,3,Travel_Rarely,9,4,Medical,1,4,3,3,Married,9,Y,No,3,80,1,9,2,3,5,3,1,2002,2
1710,BU3,Female,2,Sales Representative,Sales,36,2005,,No,2013,4502,51,530,7439,15,3,Travel_Rarely,2,4,Life Sciences,1,3,3,4,Single,3,Y,No,3,80,0,17,2,2,13,7,6,2004,7
1712,BU3,Male,3,Senior Associate,Research & Development,45,1995,,No,2005,10748,74,1238,3395,23,4,Non-Travel,1,1,Life Sciences,1,3,2,3,Married,3,Y,No,4,80,1,25,3,2,23,15,14,1996,4
1714,BU3,Male,1,Human Resources,Human Resources,24,2017,2015,Yes,,1555,58,240,11585,11,3,Travel_Rarely,22,1,Human Resources,1,4,1,3,Married,1,Y,No,3,80,1,1,2,3,1,0,0,,0
1716,BU3,Male,4,Sales Executive,Sales,47,1995,2018,Yes,2005,12936,82,1093,24164,11,3,Travel_Frequently,9,3,Life Sciences,1,3,1,3,Married,7,Y,No,3,80,0,25,3,1,23,5,14,2008,10
1718,BU3,Male,1,Associate,Research & Development,26,2015,,No,,2305,62,390,6217,15,3,Travel_Rarely,17,4,Medical,1,4,1,3,Married,1,Y,No,3,80,3,3,3,4,3,2,0,,2
1719,BU3,Female,4,Director,Research & Development,45,1997,,No,2011,16704,48,1005,17119,11,3,Travel_Rarely,28,2,Technical Degree,1,4,2,2,Single,1,Y,No,3,80,0,21,2,3,21,6,8,2008,6
1720,BU3,Male,1,Data Scientist,Research & Development,32,2013,,No,2018,3433,56,585,17360,13,3,Travel_Frequently,10,3,Life Sciences,1,1,3,3,Married,6,Y,No,1,80,1,10,3,2,5,2,1,2006,3
1721,BU3,Male,1,Associate,Research & Development,31,2013,,No,,3477,69,741,18103,14,3,Travel_Rarely,2,4,Life Sciences,1,2,3,3,Married,1,Y,No,4,80,1,6,2,4,5,2,0,,3
1722,BU3,Male,2,Human Resources,Human Resources,41,2015,,No,2018,6430,60,552,20794,19,3,Non-Travel,4,3,Human Resources,1,3,1,2,Married,6,Y,No,2,80,1,10,4,3,3,2,1,2000,2
1724,BU3,Female,2,Associate Director,Research & Development,40,2017,,No,,6516,92,369,5041,16,3,Travel_Rarely,8,2,Life Sciences,1,2,3,1,Married,2,Y,Yes,2,80,1,18,3,3,1,0,0,,0
1725,BU3,Male,1,Associate,Research & Development,24,2012,,No,2018,3907,91,506,3622,13,3,Travel_Rarely,29,1,Medical,1,2,3,1,Divorced,1,Y,No,2,80,3,6,2,4,6,2,1,2006,2
1727,BU3,Male,2,Senior Associate,Research & Development,46,2008,,No,,5562,34,717,9697,14,3,Travel_Rarely,13,4,Life Sciences,1,3,3,2,Single,6,Y,No,4,80,0,19,3,3,10,7,0,,9
1728,BU3,Male,2,Associate Director,Research & Development,35,2011,,No,,6883,49,1370,5151,16,3,Travel_Rarely,27,4,Life Sciences,1,4,3,3,Married,2,Y,No,2,80,1,17,3,3,7,7,0,,7
1729,BU3,Male,1,Data Scientist,Research & Development,30,2008,,No,,2862,33,793,3811,12,3,Travel_Rarely,16,1,Life Sciences,1,2,3,4,Married,1,Y,No,2,80,1,10,2,2,10,0,0,,8
1731,BU3,Male,2,Sales Executive,Sales,47,2017,,No,,4978,87,543,3536,11,3,Non-Travel,2,4,Marketing,1,3,3,2,Married,7,Y,No,4,80,1,4,3,1,1,0,0,,0
1732,BU3,Male,3,Sales Executive,Sales,46,2008,,No,,10368,74,1277,5596,12,3,Travel_Rarely,2,3,Life Sciences,1,3,3,4,Divorced,4,Y,Yes,2,80,1,13,5,2,10,6,0,,3
1733,BU3,Male,2,Sales Executive,Sales,36,2016,2017,Yes,2017,6134,96,1456,8658,13,3,Travel_Rarely,13,5,Marketing,1,2,2,1,Divorced,5,Y,Yes,2,80,3,16,3,3,2,2,2,2006,2
1734,BU3,Male,2,Sales Executive,Sales,32,2018,2016,Yes,,6735,34,964,12147,15,3,Travel_Rarely,1,2,Life Sciences,1,1,1,2,Single,6,Y,No,2,80,0,10,2,3,0,0,0,,0
1735,BU3,Female,1,Associate,Research & Development,23,2015,,No,2018,3295,51,160,12862,13,3,Travel_Rarely,4,1,Medical,1,3,3,2,Single,1,Y,No,3,80,0,3,3,1,3,2,1,2006,2
1736,BU3,Female,2,Associate Director,Research & Development,31,2013,,No,2018,5238,30,163,6670,20,4,Travel_Frequently,24,1,Technical Degree,1,4,3,4,Single,2,Y,No,4,80,0,9,3,2,5,4,1,1999,4
1737,BU3,Male,2,Associate,Research & Development,39,2009,,No,2014,6472,77,792,8989,15,3,Non-Travel,1,3,Life Sciences,1,4,3,4,Married,1,Y,Yes,4,80,1,9,2,3,9,8,5,2004,8
1739,BU3,Male,3,Sales Executive,Sales,32,2014,,No,,9610,80,371,3840,13,3,Travel_Rarely,19,3,Life Sciences,1,4,1,3,Married,3,Y,No,3,80,1,10,2,1,4,3,0,,2
1740,BU3,Male,5,Manager,Sales,40,1997,,No,2007,19833,88,611,4349,14,3,Travel_Rarely,7,4,Medical,1,2,3,2,Single,1,Y,No,2,80,0,21,3,2,21,8,12,2005,8
1744,BU3,Female,3,Human Resources,Human Resources,45,2013,,No,,9756,56,176,6595,21,4,Travel_Rarely,4,3,Life Sciences,1,3,1,3,Married,4,Y,No,3,80,2,9,2,4,5,0,0,,3
1745,BU3,Female,1,Data Scientist,Research & Development,30,2009,,No,,4968,78,1312,26427,16,3,Travel_Frequently,2,4,Technical Degree,1,4,2,1,Single,0,Y,No,4,80,0,10,2,3,9,7,0,,7
1746,BU3,Male,1,Human Resources,Human Resources,24,2016,,No,2017,2145,59,897,2097,14,3,Travel_Frequently,10,3,Medical,1,1,3,4,Married,0,Y,No,4,80,1,3,2,3,2,2,2,2005,1
1747,BU3,Female,1,Human Resources,Human Resources,30,2014,2015,Yes,2018,2180,66,600,9732,11,3,Travel_Frequently,8,3,Human Resources,1,3,2,4,Divorced,6,Y,No,3,80,1,6,0,2,4,2,1,2008,2
1749,BU3,Male,2,Sales Executive,Sales,31,2013,,No,,8346,51,1003,20943,19,3,Travel_Rarely,5,3,Technical Degree,1,1,3,3,Married,1,Y,No,3,80,1,6,3,3,5,2,0,,2
1751,BU3,Female,1,Data Scientist,Research & Development,27,2012,,No,2018,3445,67,1054,6152,11,3,Travel_Rarely,8,3,Medical,1,3,3,4,Single,1,Y,No,3,80,0,6,5,2,6,2,1,2008,4
1752,BU3,Female,1,Sales Representative,Sales,29,2016,2018,Yes,2017,2760,52,428,14630,13,3,Travel_Rarely,9,3,Marketing,1,2,1,2,Single,1,Y,No,3,80,0,2,3,3,2,2,2,2006,2
1753,BU3,Male,2,Senior Associate,Research & Development,29,2015,,No,,6294,70,461,23060,12,3,Travel_Frequently,1,3,Life Sciences,1,4,4,3,Single,8,Y,Yes,4,80,0,10,5,4,3,2,0,,2
1754,BU3,Male,3,Sales Executive,Sales,30,2011,,No,2018,7140,94,979,3088,11,3,Travel_Rarely,15,2,Marketing,1,3,2,1,Divorced,2,Y,No,1,80,1,12,2,3,7,7,1,2008,7
1755,BU3,Male,1,Data Scientist,Research & Development,34,2013,,No,2018,2932,97,181,5586,14,3,Travel_Rarely,2,4,Medical,1,4,4,4,Married,0,Y,Yes,1,80,3,6,3,3,5,0,1,2005,2
1756,BU3,Female,2,Sales Executive,Sales,33,2007,,No,2018,5147,62,1283,10697,15,3,Non-Travel,2,3,Marketing,1,4,3,2,Single,8,Y,No,4,80,0,13,2,2,11,7,1,2004,7
1757,BU3,Female,2,Sales Executive,Sales,49,2013,,No,,4507,80,1313,8191,12,3,Travel_Rarely,11,4,Marketing,1,4,3,4,Single,3,Y,No,3,80,0,8,1,4,5,1,0,,4
1758,BU3,Female,3,Sales Executive,Sales,33,2018,2017,Yes,,8564,74,211,10092,20,4,Travel_Rarely,16,3,Life Sciences,1,1,3,1,Single,2,Y,Yes,3,80,0,11,2,2,0,0,0,,0
1760,BU3,Female,1,Associate,Research & Development,38,2012,,No,,2468,75,594,15963,14,3,Travel_Frequently,2,2,Medical,1,3,2,2,Married,4,Y,No,2,80,1,9,4,2,6,1,0,,5
1761,BU3,Male,3,Sales Executive,Sales,31,2017,2016,Yes,,8161,70,1079,19002,13,3,Travel_Rarely,16,4,Marketing,1,1,3,3,Married,2,Y,No,1,80,3,10,2,3,1,0,0,,0
1762,BU3,Female,1,Data Scientist,Research & Development,29,2017,,No,,2109,91,590,10007,13,3,Travel_Rarely,4,3,Technical Degree,1,4,2,1,Divorced,1,Y,No,3,80,1,1,2,3,1,0,0,,0
1763,BU3,Male,2,Senior Associate,Research & Development,30,2011,,No,2018,5294,58,305,9128,16,3,Travel_Rarely,16,3,Life Sciences,1,3,4,3,Married,3,Y,No,3,80,1,10,3,3,7,0,1,2003,7
1764,BU3,Male,1,Data Scientist,Research & Development,32,2011,,No,,2718,65,953,17674,14,3,Non-Travel,5,4,Technical Degree,1,2,3,2,Single,2,Y,No,2,80,0,12,3,3,7,7,0,,7
1766,BU3,Male,2,Senior Associate,Research & Development,38,2017,,No,2018,5811,60,833,24539,16,3,Travel_Rarely,18,3,Medical,1,2,1,4,Married,3,Y,Yes,3,80,1,15,2,3,1,0,1,2003,0
1767,BU3,Male,1,Data Scientist,Research & Development,43,2017,2015,Yes,,2437,38,807,15587,16,3,Travel_Frequently,17,3,Technical Degree,1,3,2,3,Married,9,Y,Yes,4,80,1,6,4,3,1,0,0,,0
1768,BU3,Male,1,Associate,Research & Development,42,2013,,No,,2766,57,855,8952,22,4,Travel_Rarely,12,3,Medical,1,2,3,2,Divorced,8,Y,No,2,80,3,7,6,2,5,3,0,,4
1770,BU3,Male,5,Director,Research & Development,55,2017,,No,,19038,60,478,19805,12,3,Travel_Rarely,2,3,Medical,1,3,2,1,Married,8,Y,No,2,80,3,34,2,3,1,0,0,,0
1771,BU3,Male,2,Data Scientist,Research & Development,33,2009,,No,2018,3055,90,775,6194,15,3,Non-Travel,4,3,Technical Degree,1,4,3,2,Divorced,5,Y,No,4,80,2,11,2,2,9,8,1,2004,7
1772,BU3,Male,1,Associate,Research & Development,41,2013,,No,,2289,94,548,20520,20,4,Travel_Rarely,9,4,Life Sciences,1,3,3,1,Divorced,1,Y,No,2,80,2,5,2,3,5,3,0,,4
1774,BU3,Male,2,Sales Executive,Sales,34,2003,,No,,4001,87,1375,12313,14,3,Non-Travel,10,3,Life Sciences,1,4,3,3,Divorced,1,Y,Yes,3,80,1,15,3,3,15,14,0,,7
1775,BU3,Female,4,Associate Director,Research & Development,53,2015,,No,,12965,60,661,22308,20,4,Non-Travel,1,4,Medical,1,1,2,3,Married,4,Y,Yes,4,80,3,27,2,2,3,2,0,,2
1778,BU3,Male,1,Human Resources,Human Resources,43,2009,,No,2018,3539,97,244,5033,13,3,Travel_Rarely,2,3,Life Sciences,1,2,3,4,Single,0,Y,No,2,80,0,10,5,3,9,7,1,2006,8
1779,BU3,Female,2,Sales Executive,Sales,34,2016,,No,2017,6029,32,511,25353,12,3,Travel_Rarely,3,2,Life Sciences,1,4,1,4,Single,5,Y,No,1,80,0,6,3,3,2,2,2,2007,2
1780,BU3,Male,1,Sales Representative,Sales,21,2017,2018,Yes,2018,2679,31,337,4567,13,3,Travel_Rarely,7,1,Marketing,1,2,3,2,Single,1,Y,No,2,80,0,1,3,3,1,0,1,2006,0
1782,BU3,Female,1,Associate,Research & Development,38,2013,,No,,3702,40,1153,16376,11,3,Travel_Rarely,6,2,Other,1,4,2,3,Married,1,Y,No,2,80,1,5,3,3,5,4,0,,4
1783,BU3,Female,1,Associate,Research & Development,22,2017,2017,Yes,,2398,79,1294,15999,17,3,Travel_Rarely,8,1,Medical,1,3,3,1,Married,1,Y,Yes,3,80,0,1,6,3,1,0,0,,0
1784,BU3,Female,2,Sales Executive,Sales,31,2006,,No,2014,5468,91,196,13402,14,3,Travel_Rarely,29,4,Marketing,1,1,2,4,Married,1,Y,No,1,80,2,13,3,3,12,7,5,2005,7
1786,BU3,Female,3,Manager,Research & Development,51,2016,,No,2017,13116,53,942,22984,11,3,Travel_Rarely,3,3,Technical Degree,1,1,3,3,Married,2,Y,No,4,80,0,15,2,3,2,2,2,2008,2
1787,BU3,Male,2,Sales Executive,Sales,37,2013,,No,,4189,46,589,8800,14,3,Travel_Rarely,9,2,Marketing,1,2,2,2,Married,1,Y,No,1,80,2,5,2,3,5,2,0,,3
1789,BU3,Male,5,Director,Research & Development,46,2016,,No,2017,19328,46,734,14218,17,3,Travel_Rarely,2,4,Medical,1,3,3,4,Divorced,7,Y,Yes,3,80,1,24,3,3,2,1,2,2002,2
1790,BU3,Male,3,Senior Associate,Research & Development,36,2006,,No,2014,8321,90,1383,25949,13,3,Travel_Rarely,10,3,Life Sciences,1,4,3,1,Married,7,Y,Yes,4,80,1,15,1,3,12,8,5,2006,7
1792,BU3,Male,1,Data Scientist,Research & Development,44,2013,2016,Yes,2017,2342,99,429,11092,12,3,Travel_Frequently,1,2,Medical,1,3,3,2,Divorced,1,Y,Yes,3,80,3,6,2,2,5,3,2,2007,3
1794,BU3,Male,2,Human Resources,Human Resources,37,2008,,No,2015,4071,89,1239,12832,13,3,Travel_Rarely,8,2,Other,1,3,3,2,Divorced,2,Y,No,3,80,0,19,4,2,10,0,4,2006,7
1797,BU3,Male,2,Sales Executive,Sales,35,2008,2015,Yes,2012,5813,84,303,13492,18,3,Travel_Rarely,27,3,Life Sciences,1,3,3,4,Single,1,Y,Yes,4,80,0,10,2,3,10,7,7,2001,7
1798,BU3,Male,1,Data Scientist,Research & Development,33,2008,,No,2012,3143,90,867,6076,19,3,Travel_Rarely,8,4,Life Sciences,1,4,4,1,Married,6,Y,No,2,80,1,14,1,3,10,8,7,2000,6
1799,BU3,Male,1,Data Scientist,Research & Development,28,2013,,No,,2044,82,1181,5531,11,3,Travel_Rarely,1,3,Life Sciences,1,3,3,4,Married,1,Y,No,3,80,1,5,6,4,5,3,0,,3
1800,BU3,Male,3,Director,Research & Development,39,2014,,No,2017,13464,65,1253,7914,21,4,Travel_Rarely,10,1,Medical,1,3,3,3,Single,7,Y,No,3,80,0,9,3,3,4,3,2,1998,2
1801,BU3,Male,2,Sales Executive,Sales,46,2016,,No,2017,7991,98,849,25166,15,3,Non-Travel,26,2,Life Sciences,1,2,2,2,Single,8,Y,No,3,80,0,6,3,3,2,2,2,2004,2
1802,BU3,Female,1,Associate,Research & Development,40,2014,,No,,3377,99,616,25605,17,3,Travel_Rarely,2,2,Life Sciences,1,3,3,1,Married,4,Y,No,4,80,1,7,5,2,4,3,0,,2
1803,BU3,Male,2,Senior Associate,Research & Development,42,2018,,No,,5538,95,1128,5696,18,3,Travel_Rarely,13,3,Medical,1,2,4,1,Married,5,Y,No,3,80,2,10,2,2,0,0,0,,0
1804,BU3,Male,2,Associate Director,Research & Development,35,2011,,No,2018,5762,90,1180,24442,14,3,Non-Travel,2,2,Medical,1,2,3,4,Divorced,2,Y,No,3,80,1,15,6,3,7,7,1,2005,7
1805,BU3,Male,1,Human Resources,Human Resources,38,2007,,No,2016,2592,100,1336,7129,13,3,Non-Travel,2,3,Human Resources,1,1,3,2,Divorced,5,Y,No,4,80,3,13,3,3,11,10,3,2006,8
1807,BU3,Male,2,Associate,Research & Development,34,2011,2018,Yes,,5346,93,234,6208,17,3,Travel_Frequently,9,4,Life Sciences,1,4,3,1,Married,4,Y,No,3,80,1,11,3,2,7,1,0,,7
1809,BU3,Male,2,Associate Director,Research & Development,37,2008,2017,Yes,,4213,58,370,4992,15,3,Travel_Rarely,10,4,Medical,1,4,3,1,Single,1,Y,No,2,80,0,10,4,1,10,3,0,,8
1812,BU3,Male,2,Sales Executive,Sales,39,2016,,No,2017,4127,83,766,19188,18,3,Travel_Frequently,20,3,Life Sciences,1,3,3,4,Divorced,2,Y,No,4,80,1,7,6,3,2,1,2,2001,2
1813,BU3,Male,1,Data Scientist,Research & Development,43,2015,,No,2018,2438,52,343,24978,13,3,Non-Travel,9,3,Life Sciences,1,1,3,3,Single,4,Y,No,3,80,0,7,2,2,3,2,1,2006,2
1814,BU3,Male,2,Senior Associate,Research & Development,41,2015,,No,2018,6870,85,447,15530,12,3,Travel_Rarely,5,3,Life Sciences,1,2,4,2,Single,3,Y,No,1,80,0,11,3,1,3,2,1,2007,2
1815,BU3,Female,3,Sales Executive,Sales,41,1996,,No,2006,10447,81,796,26458,13,3,Travel_Rarely,4,1,Marketing,1,3,3,3,Divorced,0,Y,Yes,4,80,1,23,3,4,22,14,13,2006,5
1816,BU3,Female,3,Associate Director,Research & Development,30,2011,,No,,9667,64,1092,2739,14,3,Travel_Rarely,10,3,Medical,1,1,3,3,Single,9,Y,No,2,80,0,9,3,3,7,7,0,,2
1818,BU3,Female,1,Human Resources,Human Resources,26,2013,2016,Yes,2018,2148,69,920,6889,11,3,Travel_Rarely,20,2,Medical,1,4,3,2,Married,0,Y,Yes,3,80,0,6,3,3,5,1,1,2008,4
1821,BU3,Female,2,Senior Associate,Research & Development,46,2009,2015,Yes,2016,8926,66,261,10842,22,4,Travel_Rarely,21,2,Medical,1,4,3,2,Married,4,Y,No,4,80,1,13,2,4,9,7,3,1997,7
1822,BU3,Female,2,Senior Associate,Research & Development,40,2013,,No,,6513,52,1194,9060,17,3,Travel_Rarely,1,3,Life Sciences,1,3,3,4,Divorced,4,Y,No,4,80,1,12,3,3,5,3,0,,3
1823,BU3,Male,2,Sales Executive,Sales,34,2008,,No,2015,6799,92,810,22128,21,4,Travel_Rarely,8,2,Technical Degree,1,2,4,3,Married,1,Y,No,3,80,2,10,5,3,10,8,4,1998,8
